cocktailName,cocktailNameKo,alcoholStrength,cocktailStory,cocktailType,alcoholBaseType,ingredient,recipe,cocktailImgUrl
Flying Dutchman,플라잉 더치맨,VERY_STRONG,"나는 네덜란드인'이라는 이름처럼, 이 칵테일은 자유로운 여행을 꿈꾸는 당신을 위한 음료예요. 진의 깔끔함과 트리플 섹의 상큼함이 어우러져 한 모금 마실 때마다 마치 하늘을 나는 듯한 가볍고 짜릿한 기분을 느끼게 해줘요. 플라잉 더치맨은 답답한 일상을 벗어나 새로운 모험을 시작하고 싶은 당신에게 완벽한 동반자가 될 거예요.",SHORT,GIN,"진:2 oz, 트리플 섹:1/2 oz",얼음 조각이 거의 가득 찬 올드 패션드 잔에 진과 트리플 섹을 섞습니다. 잘 저어줍니다.,https://www.thecocktaildb.com/images/media/drink/mwko4q1582482903.jpg
Frozen Daiquiri,프로즌 다이키리,MEDIUM,"얼린 다이키리'는 한여름의 뜨거운 태양 아래에서 즐기는 휴가를 연상시켜요. 럼의 이국적인 향과 라임의 상큼함, 그리고 트리플 섹의 달콤함이 어우러져 시원한 바람이 부는 해변에 앉아 있는 듯한 기분을 느끼게 해줘요. 프로즌 다이키리는 일상에 지쳐 떠나고 싶은 당신에게 활력을 불어넣어 줄 완벽한 음료예요.",CLASSIC,RUM,"라이트 럼:1 1/2 oz, 트리플 섹:1 tblsp, 라임 주스:1 1/2 oz, 설탕:1 tsp, 체리:1 ea, 얼음:1 cup","체리를 제외한 모든 재료를 전기 블렌더에 넣고 저속으로 5초간 갈아준 다음, 단단해질 때까지 고속으로 갈아줍니다. 내용물을 샴페인 플루트에 붓고 체리를 얹어 제공합니다.",https://www.thecocktaildb.com/images/media/drink/7oyrj91504884412.jpg
Fruit Flip-Flop,프루트 플립플랍,NON_ALCOHOLIC,"플립플롭'처럼 가볍고 경쾌한 이름의 이 음료는, 마치 즉흥적인 여름 휴가를 떠나는 기분을 느끼게 해줘요. 요구르트와 과일 주스가 만나 상큼하면서도 부드러운 맛을 선사하죠. 복잡한 계획 없이 자유로운 시간을 보내고 싶은 당신에게 이 칵테일은 완벽한 동반자가 될 거예요.",LONG,OTHER,"요거트:1 cup, 과일 주스:1 cup","모든 재료를 블렌더 용기에 넣고 뚜껑을 덮은 후 중간 속도로 잘 섞일 때까지 갈아줍니다. 큰 잔 하나, 중간 잔 두 개 또는 작은 잔 세 개에 부어 마십니다.",https://www.thecocktaildb.com/images/media/drink/nfdx6p1484430633.jpg
Flying Scotchman,플라잉 스코츠맨,STRONG,"날아다니는 스코틀랜드인'이라는 이름처럼, 이 칵테일은 자유롭고 모험적인 영혼을 담고 있어요. 스카치 위스키의 묵직함과 스위트 베르무트의 달콤함이 만나 마치 미지의 세계를 탐험하는 듯한 기분을 느끼게 해줘요. 플라잉 스카치맨은 새로운 도전을 꿈꾸는 당신에게 용기를 불어넣어 줄 거예요.",CLASSIC,WHISKY,"스카치:1 oz, 스위트 베르무트:1 oz, 비터스:1 dash, 설탕 시럽:1/4 tsp","모든 재료를 얼음과 함께 흔든 다음, 칵테일 잔에 걸러서 제공합니다.",https://www.thecocktaildb.com/images/media/drink/q53l911582482518.jpg
French Connection,프렌치 커넥션,STRONG,"프랑스 연결'이라는 이름처럼, 이 칵테일은 깊고 진한 유대감을 상징해요. 코냑의 묵직함과 아마레토의 달콤함이 어우러져, 마치 오랫동안 알고 지낸 소중한 친구와의 대화처럼 편안하고 따뜻한 느낌을 주죠. 프랑스 커넥션은 소중한 사람과 함께 진솔한 이야기를 나누고 싶은 밤에 완벽한 칵테일이에요.",SHORT,BRANDY,"코냑:1 1/2 oz, 아마레토:3/4 oz",모든 재료를 얼음 조각이 든 올드 패션드 잔에 직접 붓습니다. 부드럽게 저어줍니다.,https://www.thecocktaildb.com/images/media/drink/zaqa381504368758.jpg
Flaming Dr. Pepper,플래밍 닥터 페퍼,VERY_STRONG,"불타는 닥터 페퍼'라는 강렬한 이름처럼, 이 칵테일은 짜릿한 일탈을 꿈꾸는 당신을 위한 음료예요. 아마레토와 보드카, 럼, 맥주, 닥터 페퍼의 조합은 마치 예상치 못한 곳에서 터지는 불꽃놀이처럼 강렬하고 다채로운 즐거움을 선사하죠. 플래밍 닥터 페퍼는 평범한 파티를 특별하게 만들고 싶은 당신에게 완벽한 선택이 될 거예요.",LONG,VODKA,"아마레토:1 oz, 보드카:1 oz, 151 프루프 럼:1 oz, 닥터 페퍼:1 oz, 맥주:1 oz","아마레토, 바카디, 보드카를 넣습니다. 닥터 페퍼와 맥주를 섞습니다.",https://www.thecocktaildb.com/images/media/drink/d30z931503565384.jpg
Flaming Lamborghini,플래밍 람보르기니,STRONG,"불타는 람보르기니'라는 이름처럼, 이 칵테일은 **'화려한 반전 매력'**을 지녔어요. 깔루아, 삼부카, 블루 큐라소, 베일리스가 층을 이루는 모습은 마치 겉으로는 우아하지만, 속으로는 강렬한 매력을 숨긴 당신을 표현하는 듯하죠. 플래밍 람보르기니는 특별한 파티에서 당신의 매력을 더욱 돋보이게 해줄 거예요.",CLASSIC,LIQUEUR,"깔루아:1 oz, 삼부카:1 oz, 블루 큐라소:1 oz, 베일리스 아이리시 크림:1 oz",삼부카와 칼루아를 칵테일 잔에 붓고 마시는 사람에게 빨대를 줍니다. 베일리스와 블루 큐라소는 칵테일 잔 양쪽에 있는 두 개의 별도 샷 잔에 붓습니다. 칵테일 잔의 혼합물에 불을 붙이고 빨대로 마시기 시작합니다(이 음료는 한 번에 마셔야 함). 잔 바닥에 도달하면 베일리스와 블루 큐라소를 칵테일 잔에 부어 불을 끄고 모두 마실 때까지 계속 마십니다!!,https://www.thecocktaildb.com/images/media/drink/yywpss1461866587.jpg
Flander's Flake-Out,플랜더스 플레이크아웃,LIGHT,"플란더스의 혼절'이라는 독특한 이름처럼, 이 칵테일은 예상치 못한 반전 매력을 지녔어요. 삼부카의 강렬한 향과 사르사파릴라의 이색적인 맛이 만나, 겉보기엔 평범하지만 속으로는 강한 개성을 지닌 당신을 표현하는 듯하죠. 플란더스 플레이크아웃은 새로운 것을 시도하고 싶은 당신에게 완벽한 선택이 될 거예요.",LONG,LIQUEUR,"삼부카:1/4 glass, 사스파릴라:3/4 glass",둘 다 때려 붓습니다.,https://www.thecocktaildb.com/images/media/drink/sqvqrx1461866705.jpg
Frozen Mint Daiquiri,프로즌 민트 다이키리,MEDIUM,이 칵테일은 마치 한여름의 푸른 바다 같아요. 민트와 라임의 시원한 향이 어우러져 한 모금 마실 때마다 지친 몸과 마음을 상쾌하게 해줘요. 일상에 지쳐 새로운 활력이 필요한 당신에게 완벽한 선택이 될 거예요.,SHORT,RUM,"라이트 럼:2 oz, 라임 주스:1 tblsp, 민트:6 ea, 설탕:1 tsp",모든 재료와 으깬 얼음 1컵을 전기 블렌더에 넣습니다. 저속으로 짧게 갈아줍니다. 올드 패션드 잔에 붓고 제공합니다.,https://www.thecocktaildb.com/images/media/drink/jrhn1q1504884469.jpg
Frozen Pineapple Daiquiri,프로즌 파인애플 다이키리,MEDIUM,이 칵테일은 마치 열대 섬으로 떠나는 즉흥적인 여행 같아요. 파인애플의 달콤함과 라임 주스의 상큼함이 어우러져 한 모금 마실 때마다 눈부신 햇살과 시원한 바람이 느껴지는 듯하죠. 복잡한 생각에서 벗어나 자유를 만끽하고 싶은 당신에게 완벽한 음료가 될 거예요.,CLASSIC,RUM,"라이트 럼:1 1/2 oz, 파인애플:4 chunks, 라임 주스:1 tblsp, 설탕:1/2 tsp",모든 재료와 으깬 얼음 1컵을 전기 블렌더에 넣습니다. 저속으로 짧게 갈아줍니다. 칵테일 잔에 붓고 제공합니다.,https://www.thecocktaildb.com/images/media/drink/k3aecd1582481679.jpg
Gimlet,김렛,STRONG,차분한 자신감'을 상징하는 칵테일이에요. 진의 깔끔함과 라임 주스의 상큼함이 어우러져 마치 시대를 초월하는 우아함과 세련미를 지닌 당신을 표현하는 듯하죠. 김렛은 유행에 휩쓸리지 않고 자신만의 스타일을 추구하는 당신에게 가장 잘 어울리는 칵테일이에요.,CLASSIC,GIN,"진:2 1/2 oz, 라임 주스:1/2 oz, 설탕 시럽:1/2 oz, 라임:1 ea",모든 재료를 셰이커에 넣고 얼음으로 채웁니다. 흔든 후 차가운 칵테일 잔 또는 신선한 얼음이 채워진 올드 패션드 잔에 걸러냅니다. 라임 조각으로 장식합니다.,https://www.thecocktaildb.com/images/media/drink/3xgldt1513707271.jpg
Godchild,갓차일드,MEDIUM,대부의 딸'이라는 뜻의 이 칵테일은 **'따뜻하고 부드러운 위로'**를 전해요. 보드카의 강렬함에 아마레토와 크림의 달콤함이 더해져 마치 지친 당신의 마음을 부드럽게 감싸주는 듯한 기분을 느끼게 해줘요. 이 칵테일은 힘든 하루를 보낸 당신에게 따뜻한 위로와 휴식을 선물할 거예요.,CLASSIC,VODKA,"보드카:1 oz, 아마레토:1 oz, 헤비 크림:1 oz",모든 재료를 깨진 얼음과 함께 잘 흔든 후 샴페인 플루트에 걸러서 제공합니다.,https://www.thecocktaildb.com/images/media/drink/m5nhtr1504820829.jpg
Gin Fizz,진 피즈,MEDIUM,"진 피즈'는 **'새로운 시작'**을 응원하는 칵테일이에요. 진의 쌉싸름함과 레몬의 상큼함, 그리고 탄산수의 청량함이 만나 마치 모든 것을 털어내고 새로운 에너지를 충전하는 듯한 기분을 선사하죠. 진 피즈는 중요한 결정을 앞두고 있거나 새로운 도전을 시작하는 당신에게 용기를 불어넣어 줄 거예요.",LONG,GIN,"진:2 oz, 레몬:1/2 ea, 설탕 가루:1 tsp, 탄산수:1/2 shot",소다수를 제외한 모든 재료를 얼음 조각과 함께 흔듭니다. 잔에 붓습니다. 소다수를 채워 넣습니다.,https://www.thecocktaildb.com/images/media/drink/drtihp1606768397.jpg
Gin Sour,진 사워,MEDIUM,"이 칵테일은 마치 '사랑의 묘약' 같아요. 진의 씁쓸함과 레몬의 신맛, 설탕의 달콤함이 어우러져, 사랑의 복잡미묘한 감정을 모두 담아냈죠. 진 사워는 풋풋한 사랑을 시작하는 당신에게 설렘을, 오랜 연인에게는 신선한 자극을 선사할 거예요.",SHORT,GIN,"진:2 oz, 레몬 주스:1 oz, 설탕:1/2 tsp, 오렌지:1 ea, 마라스키노 체리:1 ea","얼음 조각이 절반 채워진 셰이커에 진, 레몬 주스, 설탕을 섞습니다. 잘 흔듭니다. 사워 잔에 걸러내고 오렌지 슬라이스와 체리로 장식합니다.",https://www.thecocktaildb.com/images/media/drink/noxp7e1606769224.jpg
Gagliardo,가글리아르도,MEDIUM,"용감한'이라는 뜻의 이름처럼, 이 칵테일은 자신만의 개성을 당당하게 드러내는 여성을 위한 음료예요. 복숭아 보드카의 달콤함과 장미 시럽의 은은한 향이 어우러져, 겉으로는 사랑스럽지만 속으로는 강인한 당신의 모습을 표현하죠. 갈리아르도는 특별한 날, 당신의 매력을 더욱 돋보이게 해줄 완벽한 동반자가 될 거예요.",CLASSIC,VODKA,"피치 보드카:5 parts, 레몬 주스:3 parts, 갈리아노:1 part, 로즈 시럽:1 part",잘 흔든 후 칵테일 잔에 제공합니다. 이것은 이탈리아 파비아의 아메리칸/인터넷 바 델 포조의 홈 칵테일입니다.,https://www.thecocktaildb.com/images/media/drink/lyloe91487602877.jpg
Godmother,갓마더,STRONG,"대모(Godmother)'라는 이름처럼, 이 칵테일은 **'따뜻한 위로와 조언'**을 담고 있어요. 보드카의 깔끔함과 아마레토의 달콤함이 어우러져, 마치 힘든 시간을 보내고 있는 당신에게 따뜻한 조언을 건네는 듯한 기분을 느끼게 해줘요. 갓마더는 혼자만의 시간을 가지며 고민을 털어놓고 싶은 밤에 완벽한 동반자가 될 거예요.",SHORT,VODKA,"보드카:1 1/2 oz, 아마레토:3/4 oz",보드카와 아마레토를 얼음이 든 올드 패션드 잔에 붓고 제공합니다.,https://www.thecocktaildb.com/images/media/drink/quksqg1582582597.jpg
Godfather,갓파더,STRONG,"영화 '대부'에서 영감을 받은 이 칵테일은 **'클래식한 카리스마'**를 상징해요. 스카치 위스키의 묵직함과 아마레토의 달콤함이 어우러져, 겉보기에는 강인하지만 속으로는 부드러운 매력을 지닌 당신을 표현하는 듯하죠. 갓파더는 중요한 자리에서 당신의 품격을 한 단계 높여줄 거예요.",SHORT,WHISKY,"스카치:1 1/2 oz, 아마레토:3/4 oz",모든 재료를 얼음 조각이 든 올드 패션드 잔에 직접 붓습니다. 부드럽게 저어줍니다.,https://www.thecocktaildb.com/images/media/drink/e5zgao1582582378.jpg
Gluehwein,글뤼바인,LIGHT,"따뜻한 와인'이라는 뜻의 이름처럼, 이 칵테일은 **'포근한 위로'**를 전해요. 끓인 와인에 계피와 정향, 레몬 껍질의 향이 더해져 마치 따뜻한 벽난로 앞에서 사랑하는 사람과 이야기를 나누는 듯한 기분을 느끼게 해줘요. 글루바인은 추운 겨울, 지친 마음을 녹여줄 완벽한 음료가 될 거예요.",SHORT,WINE,"레드 와인:1 L, 물:125 ml, 설탕:60 gr, 계피:1 ea, 정향:3 ea, 레몬 껍질:1 tblsp",물에 설탕과 향신료를 넣고 끓인 후 30분 동안 그대로 둡니다. 향신료 물을 걸러내고 와인과 섞습니다. 끓기 직전까지 천천히 가열합니다. (알코올을 제거하려면 잠시 끓이세요.) 취향에 따라 레몬 또는 오렌지 주스를 추가할 수 있습니다. 아이리시 커피 잔에 제공합니다.,https://www.thecocktaildb.com/images/media/drink/vuxwvt1468875418.jpg
Gin Tonic,진 토닉,MEDIUM,진토닉'은 시대를 초월하는 **'클래식한 우아함'**을 상징해요. 진의 쌉싸름함과 토닉 워터의 청량함이 만나 마치 유행에 휩쓸리지 않는 세련된 당신의 모습을 표현하는 듯하죠. 진토닉은 어떤 자리에서도 당당하고 멋진 당신의 매력을 더욱 돋보이게 해줄 거예요.,LONG,GIN,"진:4 cl, 토닉 워터:10 cl, 레몬 껍질:1 Slice, 얼음:5 cubes","하이볼 잔을 얼음으로 채우고 진을 붓고, 토닉 워터로 채운 다음 레몬 조각을 짜서 넣고 레몬 조각으로 장식합니다.",https://www.thecocktaildb.com/images/media/drink/qcgz0t1643821443.jpg
Gin Toddy,진 토디,MEDIUM,"진 토디'는 마치 '나만을 위한 따뜻한 선물' 같아요. 진의 깔끔함에 따뜻한 물과 설탕, 레몬 껍질이 더해져 하루의 피로를 부드럽게 풀어주죠. 진 토디는 조용하고 아늑한 밤, 혼자만의 시간을 가지며 여유를 즐기고 싶을 때 완벽한 동반자가 될 거예요.",SHORT,GIN,"진:2 oz, 물:2 tsp, 설탕 가루:1/2 tsp, 레몬 껍질:1 twist of",올드 패션드 잔에 슈가파우더와 물을 섞습니다. 진과 얼음 조각 하나를 넣습니다. 저어준 후 레몬 껍질 트위스트를 추가하고 제공합니다.,https://www.thecocktaildb.com/images/media/drink/jxstwf1582582101.jpg
Gin Smash,진 스매시,MEDIUM,"진 스매시'는 **'경쾌한 에너지'**를 담고 있어요. 진의 깔끔함과 탄산수, 민트, 과일의 조합은 마치 활기 넘치는 파티처럼 당신의 열정을 깨워주죠. 진 스매시는 평범한 하루를 특별한 축제로 만들고 싶은 당신에게 완벽한 선택이 될 거예요.",SHORT,GIN,"진:2 oz, 탄산수:1 oz, 설탕:1 cube, 민트:4 ea, 오렌지:1 slice, 체리:1 ea",올드 패션드 잔에 탄산수와 민트 가지와 함께 설탕을 으깹니다. 진과 얼음 조각 1개를 넣습니다. 저어준 후 오렌지 슬라이스와 체리를 추가하고 제공합니다.,https://www.thecocktaildb.com/images/media/drink/iprva61606768774.jpg
Gin Daisy,진 데이지,MEDIUM,"데이지'라는 꽃의 이름처럼, 이 칵테일은 **'순수하고 사랑스러운 매력'**을 지녔어요. 진의 깔끔함과 그레나딘의 달콤함, 그리고 레몬 주스의 상큼함이 어우러져 한 모금 마실 때마다 기분 좋은 설렘을 느끼게 해줘요. 진 데이지는 사랑스러운 당신의 모습을 더욱 빛나게 해줄 거예요.",SHORT,GIN,"진:2 oz, 레몬 주스:1 oz, 설탕:1/2 tsp superfine, 그레나딘:1/2 tsp, 마라스키노 체리:1 ea, 오렌지:1 ea","얼음 조각이 절반 채워진 셰이커에 진, 레몬 주스, 설탕, 그레나딘을 섞습니다. 잘 흔듭니다. 올드 패션드 잔에 붓고 체리와 오렌지 슬라이스로 장식합니다.",https://www.thecocktaildb.com/images/media/drink/z6e22f1582581155.jpg
Gin Lemon,진 레몬,MEDIUM,진 레몬'은 **'일상의 작은 행복'**을 상징해요. 진의 깔끔함과 레몬의 산뜻함이 만나 마치 맑은 날의 상쾌한 공기처럼 기분 좋은 활력을 불어넣어 주죠. 이 칵테일은 소중한 사람과 함께하는 소박한 저녁 식사나 편안한 휴식 시간에 완벽한 선택이 될 거예요.,LONG,GIN,"진:6 cl, 레몬 주스:8 cl, 레몬 껍질:1 Slice, 얼음:cubes",진 레몬을 만들 때는 셰이커가 필요하지 않습니다. 텀블러를 얼음으로 채우고 진과 레모네이드를 그 위에 붓습니다. 부드럽게 섞고 레몬 슬라이스로 장식합니다. 원하는 사람은 민트 잎 몇 개를 추가할 수도 있습니다. 당신의 진 레몬이 제공될 준비가 되었습니다.,https://www.thecocktaildb.com/images/media/drink/6gdohq1681212476.jpg
Gin Sling,진 슬링,MEDIUM,진 슬링'은 **'여행자의 낭만'**을 담은 칵테일이에요. 1800년대 싱가포르를 오가던 여행객들이 더위를 식히기 위해 마셨다고 해요. 진의 깔끔함과 레몬의 상큼함이 어우러져 한 모금 마실 때마다 이국적인 모험을 떠나는 듯한 기분을 느끼게 해줘요. 진 슬링은 일상에 지쳐 새로운 활력이 필요한 당신에게 완벽한 선택이 될 거예요.,SHORT,GIN,"진:2 oz, 레몬:Juice of 1/2, 설탕 가루:1 tsp, 물:1 tsp, 오렌지 껍질:1 Twist of",물과 레몬 주스 혼합물에 슈가파우더를 녹입니다. 진을 넣습니다. 얼음 조각이 든 올드 패션드 잔에 붓고 저어줍니다. 오렌지 껍질 트위스트를 추가하고 제공합니다.,https://www.thecocktaildb.com/images/media/drink/8cl9sm1582581761.jpg
